,name,cuisine,is_closed,review_count,rating,price,address,phone,latitude,longitude,zip_code,building
338,Darbar Grill,indpak,False,530,4.0,$$,157 E 55th St,+12127514600,40.759357,-73.968826,10022,157
339,Tomi Jazz,japanese,False,448,4.0,$$,239 E 53rd St,+16464971254,40.75725,-73.96774,10022,239
340,Toasties East,sandwiches,False,91,3.0,$,924 3rd Ave,+12128887893,40.759483,-73.96849,10022,924
341,Antico Noe,sandwiches,False,186,4.5,$$,220 E 53rd St,+12127500802,40.75716,-73.96864,10022,220
342,Pret A Manger,sandwiches,False,42,3.5,$,880 Third Avenue,+16468102422,40.75802,-73.96956,10022,880
343,Gregorys Coffee,coffee,False,31,4.0,$$,880 3rd Ave,+19292434734,40.75799,-73.96941,10022,880
344,OBAO,asianfusion,False,909,3.5,$$,222 E 53rd St,+12123085588,40.757122,-73.968566,10022,222
345,Draught 55,bars,False,362,4.0,$$,245 E 55th St,+12123004096,40.758377,-73.966515,10022,245
346,Juice Press,juicebars,False,8,2.5,$$,250 East 54th St,+12127770034,40.75733,-73.96715,10022,250
347,Sherwood Fine Foods,delis,False,64,3.0,$,930 3rd Ave,+12126445616,40.7595452,-73.9683455,10022,930
348,Fresh Basil's Trattoria,italian,False,97,3.0,$$,930 3rd Ave,+12128884292,40.759552,-73.968344,10022,930
349,Cassiano's Pizza,pizza,False,112,3.0,$,930 3rd Ave,+12127552390,40.7595532,-73.968069,10022,930
350,Angelo Bellini,italian,False,123,3.0,$$,224 E 53rd St,+12129802900,40.7570801,-73.9685135,10022,224
351,La Gioconda,italian,False,165,4.0,$$,226 E 53rd St,+12123713536,40.7570686,-73.9684186,10022,226
352,Cello Wine Bar,wine_bars,False,198,4.0,$$,226 E 53rd St,+19176999450,40.7570686,-73.9684187,10022,226
353,Taco Bell,mexican,False,32,3.0,$,8301 37th Ave,+17184789530,40.7499840737784,-73.8832534647006,11372,8301
354,Pollos Mario,sportsbars,False,29,3.5,$$,8302 37th Ave,+17184578800,40.7497603823788,-73.8828156979268,11372,8302
355,Hibachi Station,japanese,False,13,2.5,$,8312 37th Ave,+17188992429,40.7497241,-73.8831137,11372,8312
356,Picanteria El Austro,latin,False,4,5.0,$$,3708 83rd St,+17183969886,40.749652,-73.883473,11372,3708
357,Barriles Restaurant and Sports Bar,colombian,False,86,3.5,$$,83-14 37th Ave,+13476491511,40.7496763,-73.8828024,11372,83
358,Jackson House,diners,False,84,4.0,$,82-14 37th Ave,+17186396201,40.7496418,-73.8839021,11372,82
359,Las Margaritas,sportsbars,False,149,3.0,$$,83-22 37th Ave,+17182051705,40.7497311,-73.8830557,11372,83
360,Don Alex,gourmet,False,30,3.0,$$,84-10 37th Ave,+17184240233,40.7498206,-73.8821289,11372,84
361,Papa's Kitchen,filipino,False,55,4.5,$$,3707 83rd St,+13477249586,40.7495849,-73.8831504,11372,3707
362,Coco Fresh Tea & Juice,coffee,False,19,4.5,$,37-01 82nd St,+17185339496,40.7495928,-73.8839807,11372,37
363,Sompong Thai,thai,False,119,4.0,$$,3709 83rd St,+17188998424,40.7495483,-73.8831438,11372,3709
364,Chivito De Oro,latin,False,279,4.0,$$,8402 37th Ave,+17184240600,40.749763,-73.881942,11372,8402
365,Oceanic Boil,cajun,False,553,4.5,$$,84-20 37th Ave,+19292966338,40.7498297,-73.8821356,11372,84
366,Burger King,hotdogs,False,19,2.5,$,37-07 82nd Street,,40.749439,-73.884016,11372,37
367,La Gran Uruguaya Restaurant,latin,False,24,3.5,$$,85-02 37th Ave,+17185050400,40.7500268115557,-73.8813500049598,11372,85
368,Bakery La Casa de Los Antojitos,bakeries,False,14,4.5,$,81-08 37th Ave,+17187792949,40.749435,-73.8848299,11372,81
369,Caffe Bene,coffee,False,134,3.0,$$,80-27 37th Ave,+17184240768,40.7497126,-73.885855,11372,80
370,Aqui Colombia Antojitos of Jackson Heights Corporation,bakeries,False,3,3.5,$,8108 37th Ave,,40.7494299,-73.8848299,11372,8108
371,La Gran Uruguaya Bakery,bakeries,False,73,4.0,$,85-06 37th Ave,+17185050404,40.7499158,-73.8813129,11372,85
372,Just Made 4 U,salad,False,135,3.5,$$,8021 37th Ave,+17182058102,40.7497084,-73.8858897,11372,8021
373,Jahn's,diners,False,157,3.5,$$,81-04 37th Ave,+17186510700,40.74941,-73.88497,11372,81
374,Cafe La Nueva Restaurant,colombian,False,11,3.0,$,8502 37th Ave,+17185053700,40.74984,-73.881,11372,8502
375,Hombres Lounge,gaybars,False,38,3.5,$$,85-28 37th Ave,+17189300886,40.7500124392394,-73.880768476511,11372,85
376,La Boina Roja Steak House,steak,False,177,4.0,$$,8022 37th Ave,+17184246711,40.7494411,-73.8858457,11372,8022
377,Emoji Burger,burgers,False,210,4.0,$$,80-07 37th Ave,+19178326427,40.7496944,-73.8860056,11372,80
378,Rainbowberry,icecream,False,26,3.5,$,80-01 37th Ave,+17183960809,40.7497159389579,-73.886014949753,11372,80
379,Happy Kitchen,japanese,False,93,3.5,$$,80-12 37th Ave,+17188031600,40.7494341,-73.8859037,11372,80
380,Raices Colombianas,colombian,False,72,3.5,$$,86-02 37th Ave,+17187797595,40.74995,-73.88007,11372,86
381,Jimmy 1 Deli,gourmet,False,1,3.0,$$,8007 37th Ave,+17182052014,40.7495887,-73.8860596,11372,8007
382,La Nueva Bakery,bakeries,False,135,4.5,$,86-10 37th Ave,+17185074785,40.750076,-73.8802056,11372,86
383,Tomo Japanese Cuisine,japanese,False,228,3.5,$$,86-12 37th Ave,+17182056222,40.750061,-73.880056,11372,86
384,Urubamba,peruvian,False,319,4.0,$$,86-20 37th Ave,+17186722224,40.7500653,-73.8800172,11372,86
385,Woks Chinese Cuisine,chinese,False,20,4.0,$,7921 37th Ave,+17188987861,40.7496084,-73.8868197,11372,7921
386,Seba-Seba Coffee Shop,coffee,False,104,3.5,$$,7928 37th Ave,+17184784691,40.7493453,-73.886741,11372,7928
387,Central Cafe,delis,False,8,4.0,$,79-01 37th Ave,+17185072185,40.7496086,-73.8869551,11372,79
388,McDonald's,burgers,False,13,2.0,$,37-59 82nd St,+17184760747,40.7480637,-73.883865,11372,37
389,La Pequeña Colombia,colombian,False,212,3.5,$$,83-27 Roosevelt Ave,+17184788700,40.7479462,-73.8823776,11372,83
390,Starbucks,coffee,False,93,3.0,$$,78-25 37th Ave,+17184570875,40.749561,-73.887374,11372,78
391,Los Tres Potrillos,mexican,False,30,2.5,$$,82-11 Rosevelt Ave,+17184006076,40.74793,-73.88345,11372,82
392,Little Caesars Pizza,pizza,False,15,2.5,$,1936 3rd Ave,+12129961001,40.7920179979699,-73.9442405357264,10029,1936
393,La Amistad Pizzeria & Grill,breakfast_brunch,False,14,4.5,$,2067 2nd Ave,+12122560129,40.79098,-73.94241,10029,2067
394,Aromas Boutique Bakery,bakeries,False,30,5.0,$,,+12123600010,40.7919120788574,-73.9456100463867,10029,
395,Triple A 1 Restaurant,diners,False,55,3.5,$,2061 2nd Ave,+12124106950,40.790588,-73.94281,10029,2061
396,Dunkin',donuts,False,3,2.5,$,1964 3rd Ave,+12123699610,40.792863574506,-73.9437700480874,10029,1964
397,KFC,hotdogs,False,27,2.5,$,1922 3rd Ave,+12124230599,40.7915577669489,-73.9450382435686,10029,1922
398,La Fonda Restaurant & Tapas Bar,puertorican,False,198,3.5,$$,169 E 106th St,+12124107292,40.7918998,-73.945057,10029,169
399,Bangklyn East Harlem,thai,False,110,4.5,$$,2051 2nd Ave,+16464298128,40.7903,-73.94307,10029,2051
400,Lupita's Restaurant,mexican,False,122,4.0,$$,2049 2nd Ave,+16465904202,40.790205,-73.943136,10029,2049
401,Popeyes Louisiana Kitchen,hotdogs,False,24,3.0,$,1908 3rd Ave,+16467679004,40.791245,-73.9453149,10029,1908
402,Make And Bake,bakeries,False,5,4.5,$,1976 3rd Ave,+16464908355,40.7932884045726,-73.9437135089735,10029,1976
403,A Taste of Seafood,seafood,False,50,3.5,$$,1980 3rd Ave,+12124273663,40.79346,-73.94362,10029,1980
404,Blue CoCo,salad,False,54,4.5,$,153 E 106th St,+12125342626,40.792308807373,-73.945686340332,10029,153
405,Fu Wing Chinese Restaurant,chinese,False,12,3.0,$,153 E 106th St,+12129875329,40.792308,-73.945686,10029,153
406,Subway,sandwiches,False,7,1.0,$,1885 3rd Ave,+12125344676,40.79033845986,-73.9452245474411,10029,1885
407,Bakery On 3rd Cafe,desserts,False,39,3.5,$,1885 3rd Ave,+12125340008,40.7903671891181,-73.9453067093179,10029,1885
408,Anabelle Deli & Grocery,delis,False,1,3.0,$,2121 2nd Ave,+12129878314,40.7927704,-73.9412308,10029,2121
409,Spice Hut Indian Restaurant,indpak,False,73,3.0,$$,2036 2nd Ave,+16468597055,40.78967,-73.94278,10029,2036
410,La Isla,spanish,False,27,2.5,$,1883 3rd Ave,+12125340002,40.79029,-73.94538,10029,1883
411,East Harlem Bottling,beerbar,False,171,4.0,$$,1711 Lexington Ave,+16469227705,40.79293791199,-73.9455429167249,10029,1711
412,Hong Kong,chinese,False,14,3.5,$$,1703 Lexington Ave,+12123482813,40.7926783064322,-73.9457814748688,10029,1703
413,Burger King,burgers,False,12,1.5,$,1886 3rd Ave,,40.79054,-73.94578,10029,1886
414,Domino's Pizza,pizza,False,35,2.0,$,1993 3rd Ave,+12128310300,40.79372,-73.942733,10029,1993
415,Taco Bell,hotdogs,False,20,2.5,$,1884 Third Ave,+16466843200,40.790467,-73.945758,10029,1884
416,Raspberry Deli Grocery,delis,False,14,4.5,$,2127 2nd Ave,+12128602615,40.7928523,-73.9410141,10029,2127
417,Dear Mama Coffee,coffee,False,272,4.5,$,308 E 109th St,+19292792225,40.79227,-73.94062,10029,308
418,Malii,thai,False,249,4.5,$$,2028 2nd Ave,+12122892729,40.789432,-73.942962,10029,2028
419,Cascalote Latin Bistro,latin,False,343,4.5,$$,2126 2nd Ave,+16463516574,40.79271,-73.94069,10029,2126
420,The Jaguar Restaurant,mexican,False,7,4.0,$$,1735 Lexington Ave,+12124239096,40.79359,-73.94512,10029,1735
421,Taqueria Guadalupe,mexican,False,48,3.0,$$,1743 Lexington Ave,+12128286520,40.793716,-73.944923,10029,1743
422,Halal Kitchen,halal,False,15,3.5,$,2135 2nd Ave,+12127225250,40.7930498507672,-73.9408185787398,10029,2135
423,El Nuevo Caribeno,latin,False,88,4.0,$$,1675 Lexington Ave,+12128313906,40.79162,-73.94657,10029,1675
424,G&J's Pizzeria,pizza,False,51,4.0,$,188 E 104th St,+12123694800,40.7903349463747,-73.946079551947,10029,188
425,Dunkin',donuts,False,3,3.5,$,1880 3rd Ave,+12124263131,40.79022,-73.94603,10029,1880
426,El Chevere,dominican,False,25,4.0,$,2000 3rd Ave,+12124273952,40.79409,-73.94307,10029,2000
427,Dunkin Donuts & Baskin Robbins,donuts,False,3,2.5,$,1880 3rd Ave,+12124263131,40.790222,-73.946014,10029,1880
428,Gloria Pizza,pizza,False,284,3.0,$,108-22 Queens Blvd,+17182631100,40.7209242189662,-73.8437266660667,11375,108
429,Banter Irish Bar and Kitchen,pubs,False,693,4.0,$$,108-22 Queens Blvd,+17182688436,40.7207875582084,-73.8434165698513,11375,108
430,T Bone Diner,diners,False,216,2.5,$$,10748 Queens Blvd,+17182617744,40.721406,-73.8446537777781,11375,10748
431,Ren Wen Noodle Factory,asianfusion,False,171,4.0,$$,107-50 Queens Blvd,+17182684608,40.72122,-73.84457,11375,107
432,Fay Da Bakery,bakeries,False,174,3.5,$,107-50 Queens Blvd,+17182688882,40.72122,-73.84457,11375,107
433,Cheeburger Cheeburger,burgers,False,422,3.5,$$,108-50 Queens Blvd,+17189978600,40.7204941653102,-73.8424984583948,11375,108
434,Subway,sandwiches,False,33,3.0,$,107-28 Continental Ave,+17182680315,40.7208966,-73.844066,11375,107
435,Red Mango,icecream,False,68,3.5,$,107-40 Queens Blvd,+13476445289,40.7215382873563,-73.8451055632294,11375,107
436,7-Eleven,convenience,False,17,3.0,$,10740 Queens Blvd,+17185754130,40.7213066036084,-73.8451099064413,11375,10740
437,Erotic Bakery,bakeries,False,37,3.0,$$$,,+17188867623,40.72506,-73.84549,11375,
438,Dunkin',coffee,False,42,2.5,$,10721 71st Ave,,40.72081,-73.844604,11375,10721
439,Buffalo Wild Wings,chicken_wings,False,698,2.5,$$,107-16 71st Ave,+17185449453,40.72061,-73.84451,11375,107
440,Wafels & Dinges,desserts,False,40,4.0,$,10716 71st Ave,+18664297329,40.720455,-73.844192,11375,10716
441,Sahara Halal Food Cart,halal,False,69,3.5,$,107-16 71st Ave,,40.7204758375883,-73.8445293903351,11375,107
442,MoCA Asian Bistro,asianfusion,False,524,3.5,$$,107-18 70th Rd,+17182683333,40.72094,-73.84521,11375,107
443,Bangkok Cuisine,thai,False,393,4.0,$$,10718 70th Rd,+17182614005,40.720954,-73.845238,11375,10718
444,Starbucks,coffee,False,74,3.0,$,107-12 Continental Ave,+17187934057,40.720414,-73.844456,11375,107
445,La Rotisserie du Coin,french,False,38,4.0,$$,107-10 71st Rd,+17184873028,40.719926,-73.843257,11375,107
446,Paris Baguette,coffee,False,56,3.5,$,107-08 Continental Ave,+17182681388,40.7203113,-73.8443882,11375,107
447,Gotta Getta Bagel,bagels,False,208,3.0,$,10709 71st Ave,+17187931640,40.7203818356563,-73.8445582834732,11375,10709
448,Pasticceria Amore D'Italia,desserts,False,47,3.0,$$,10706 71st Rd,+17182611065,40.7198027,-73.8434595,11375,10706
449,Irish Cottage,irish,False,190,3.5,$$,10807 72nd Ave,+17185208530,40.7197538285905,-73.8425123691559,11375,10807
450,Numero 28 Pizzeria,pizza,False,172,4.0,$$,107-12 70th Rd,+17185444600,40.7208543,-73.8454939,11375,107
451,Bareburger,burgers,False,778,4.0,$$,71-49 Austin St,+17182752273,40.71974,-73.84298,11375,71
452,Cabana,latin,False,948,4.0,$$,107-10 70th Rd,+17182633600,40.7208678329074,-73.8456881046295,11375,107
453,Narita Japanese Cuisine,japanese,False,246,3.0,$$,107-08 70th Rd,+17182632999,40.7207696997636,-73.8455943382979,11375,107
454,The Billiard Company,poolhalls,False,150,2.5,$$,7049 Austin St,+17185207665,40.720546,-73.845176,11375,7049
455,Hinoki Restaurant & Bar,japanese,False,114,4.0,$$,71-37 Austin St,+17182612838,40.719715,-73.843301,11375,71
456,Mr Vino's Cucina,italian,False,94,4.0,$$,7103 Austin St,+17185758466,40.7200873,-73.8445468,11375,7103
457,Mexican Food,mexican,False,26,3.5,$,71st Ave & Austin St,,40.7201701389815,-73.8447921353291,11375,71
458,Reef Restaurant,seafood,False,290,3.5,$$,108-02 72nd Ave,+17184874564,40.7194939424271,-73.8424916924209,11375,108
459,Boston Market,tradamerican,False,103,3.0,$,106-24 71st Ave,+17182610500,40.7200377,-73.8446771,11375,106
460,OBA Mediterranean Gyro & Grill,mediterranean,False,315,3.5,$$,70-35 Austin St,+17185440915,40.720615,-73.8456149,11375,70
461,EFresh,icecream,False,106,4.0,$,71-24A Austin St,+19294993030,40.71929,-73.84248,11375,71
462,Ripe Juice Bar & Grill,juicebars,False,350,3.5,$$,7013 Austin St,+17182612881,40.7208936,-73.8463894,11375,7013
463,Shake Shack,burgers,False,244,3.5,$$,71-26 Austin St,+17189283234,40.719637,-73.843881,11375,71
464,Tap House,sportsbars,False,198,3.5,$$,72-07 Austin St,+17189970500,40.7192292809486,-73.8422159850597,11375,72
465,Tamashii Red,ramen,False,333,4.0,$$,71-34 Austin St,+17182610725,40.71951,-73.84369,11375,71
466,5 Burro Cafe,mexican,False,1371,3.5,$$,72-05 Austin St,+17185442984,40.7192464187592,-73.8422552802263,11375,72
467,A Sushi,sushi,False,117,4.0,$$,71-44 Austin St,+17182686010,40.7194651601964,-73.8433344662189,11375,71
468,Pink Forest,bubbletea,False,113,3.0,$,72-01 Austin St,+17185754086,40.7193406921021,-73.8424153243383,11375,72
469,T-Swirl Crêpe,desserts,False,111,4.5,$,70-23 Austin St,+17182618888,40.72083,-73.8462,11375,70
470,Xhale,hookah_bars,False,123,3.0,$$,70-11 Austin St,+17184844746,40.720963376207,-73.8463130593299,11375,70
471,Little Eva's,hotdog,False,43,3.0,$$,New Liggett Terrace Park,+19176086457,40.6891063092725,-74.0180316599118,10004,
472,Nathan's Famous/Pizza Plus,pizza,False,7,2.5,$$,4 South St,+12129431800,40.701557546854,-74.0123847126961,10004,4
473,Central Market,coffee,False,8,2.0,$$$$,4 South St,+12125145220,40.701557126788,-74.0123833033738,10004,4
474,Wendy's,burgers,False,18,2.5,$,4 South St,+12122209989,40.701014,-74.013025,10004,4
475,Dunkin',donuts,False,3,1.5,$,4 Whitehall St,,40.7011392881781,-74.0130280658452,10004,4
476,Aunt Butchies Cakes,bakeries,False,10,2.5,$$,1 S St,+12127422787,40.701145,-74.013023,10004,1
477,Pizza Plus,pizza,False,14,2.0,$,4 South St,+12129341800,40.7013064,-74.0132133,10004,4
478,Len's Papaya,streetvendors,False,13,4.0,$,Whitehall Terminal,+12127479199,40.701319,-74.013217,10004,
479,Picnick,sandwiches,False,4,1.5,$,Battery Park,,40.702864,-74.014328,10004,
480,Pier A Harbor House,bars,False,639,3.0,$$,22 Battery Pl,+12127850153,40.704364,-74.018051,10004,22
481,Long Hall At Pier A,gastropubs,False,24,4.0,$$,22 Battery Pl,+12127850153,40.704364,-74.018051,10004,22
482,All American Diner,foodtrucks,False,11,3.5,$,1 State St,,40.7026272886716,-74.0132341888022,10004,1
483,Cappone’s Salumeria,italian,False,41,4.0,$$,1 New York Plz,+19174751245,40.701815,-74.01209833,10004,1
484,Halal Food Cart,halal,False,19,4.5,$,State St & Whitehall St,,40.70242,-74.01284,10004,
485,Sabi Sushi,sushi,False,26,2.5,$$,1 New York Plaza,+16468632374,40.702064,-74.012242,10004,1
486,Starbucks,coffee,False,60,2.0,$$,1 Battery Park Plz,+12124821180,40.703281,-74.014093,10004,1
487,The Oyster House,seafood,False,17,2.5,$$,22 Battery Pl,+12127850153,40.7045430158598,-74.017332958569,10004,22
488,Starbucks,coffee,False,13,3.0,$,1 New York Plz,+12127858409,40.702149,-74.012051,10004,1
489,Chipotle Mexican Grill,mexican,False,14,3.5,$,1 New York Plz,+16468823252,40.7020262024597,-74.0118689506085,10004,1
490,Chopt Creative Salad Co.,salad,False,34,3.0,$$,1 New York Plaza,+16467419834,40.7023139,-74.0114968,10004,1
491,Thunder Bun,burgers,False,65,4.0,$,1 New York Plz,+16469645409,40.7023139,-74.0114968,10004,1
492,Vivo Food,delis,False,7,3.0,$$,1 New York Plz,,40.7023139,-74.0114968,10004,1
493,NAYA,lebanese,False,147,4.5,$,One New York Plz,+12127608888,40.7021301747589,-74.0118362768599,10004,
494,Gigino At Wagner Park,italian,False,280,3.5,$$$,20 Battery Pl,+12125282228,40.7052055368065,-74.0184892569177,10004,20
495,Express Power Lunch,foodstands,False,13,3.5,$,,,40.70333,-74.01412,10004,
496,Mando Halal Food,halal,False,16,5.0,$,30-30 Thomson Ave,,40.7446615,-73.9357911,11101,30
497,Kashmir Cafe,coffee,False,1,4.0,$,3030 Thomson Ave,+17187860652,40.74405,-73.93606,11101,3030
498,7-Eleven,convenience,False,13,3.0,$,3131 Thomson Ave,+16315667831,40.74507,-73.93415,11101,3131
499,Adda Indian Canteen,indpak,False,326,4.0,$$,31-31 Thomson Ave,+17184333888,40.74507,-73.93415,11101,31
500,The Halal Guys,halal,False,26,3.0,$,31-10 Thomson Ave,+13475271505,40.74394,-73.93515,11101,31
501,Mbj Cafeteria Corporation Laguardia Community College,coffee,False,4,1.0,$,3110 Thomson Ave,+17184820175,40.74394,-73.9351499,11101,3110
502,The Food Box,coffee,False,2,4.5,$,31-00 47th Ave,,40.7428551,-73.9350586,11101,31
503,Don Tapas,tapasmallplates,False,10,4.5,$,3100 47th Ave,+13478502575,40.742807,-73.935556,11101,3100
504,Seattle Cafe,sandwiches,False,42,2.0,$,3202 Queens Blvd,+17187840002,40.744102,-73.933189,11101,3202
505,Butterfly Bakeshop,bakeries,False,74,4.5,$$,4709 30th St,+12126862253,40.7428775,-73.9374976,11101,4709
506,Doughnut Plant,donuts,False,246,4.0,$$,31-00 47th Ave,+12125053700,40.7426996540032,-73.9352368502625,11101,31
507,Van Dam Diner,diners,False,69,3.5,$$,45-55 Van Dam St,+17183921686,40.7436211,-73.9335857,11101,45
508,Made From Scratch,bakeries,False,1,4.0,$,31-00 47th Ave,,40.742096,-73.935521,11101,31
509,Bobby Spot Nuvo Cafe,cafes,False,55,2.5,$,47-01 Van Dam St,+13476491326,40.7426423,-73.9337803,11101,47
510,Sans Bakery,bakeries,False,11,4.5,$$,31-00 47th Ave,+17187079800,40.742006,-73.935432,11101,31
511,Rib In a Cup,bbq,False,9,4.5,$,31-00 47th Ave,+19178541146,40.74282,-73.935624,11101,31
512,Juice Press,juicebars,False,9,3.5,$$,31-00 47th Ave,+12127770034,40.74282,-73.935624,11101,31
513,Sensible Edibles,bakeries,False,19,4.5,$,47-57 31st Pl,+17187861614,40.7419083,-73.9350689,11101,47
514,New Thompson's Diner,caribbean,False,23,2.5,$,32-44 Queens Blvd,+17183920692,40.7443,-73.93195,11101,32
515,Club Embassy,lounges,False,8,1.5,$$$,3302 Queens Blvd,+16467398219,40.7444321250917,-73.93166128546,11101,3302
516,Embassy Lounge Queens,danceclubs,False,1,1.0,$$,33-02 Queens Blvd,+17186620226,40.7443412,-73.9315646,11101,33
517,Fresco Deli Cafe,delis,False,38,3.5,$,3306 Queens Blvd,+17184827400,40.7443307,-73.9315065,11101,3306
518,Sapps,japanese,False,157,4.0,$$,27-26 Jackson Ave,+17187845555,40.74762,-73.94008,11101,27
519,Dutch Kills,lounges,False,762,4.0,$$,27-24 Jackson Ave,+17183832724,40.747615,-73.940159,11101,27
520,Empire Express,chinese,False,18,2.5,$,3308 Queens Blvd,+17183910588,40.7443362968621,-73.9313001176036,11101,3308
521,Ice & Vice,icecream,False,52,4.5,$$,27-20 Jackson Ave,+16466783687,40.74753,-73.94032,11101,27
522,Sculpture Center,galleries,False,13,4.0,$,4419 Purves St,+17183611750,40.7468964,-73.9411234,11101,4419
523,Plaza Express Deli & Grill,delis,False,4,3.5,$,2700 Queens Plz S,+17183610847,40.7490005493164,-73.9376983642578,11101,2700
524,New Dream Deli,delis,False,4,3.5,$$,27-51 Jackson Ave,,40.7484016,-73.9396286,11101,27
525,Jhal NYC,streetvendors,False,3,5.0,$,,+19173783337,40.75036,-73.94478,11101,
526,Brockenzo Neapolitan Pizza,foodtrucks,False,9,5.0,$$,,+16315231132,40.7503547668457,-73.9447784423828,11101,
527,Cranberry,pizza,False,114,3.0,$$,2802 42nd Rd,+17187842784,40.7487408848704,-73.93968300624,11101,2802
528,Chipotle Mexican Grill,mexican,False,58,2.0,$$,2616 Jackson Ave,+17187842706,40.7472274911575,-73.9416488169289,11101,2616
529,Dunkin',donuts,False,30,3.0,$,360 W 31st St,+12129041160,40.75129,-73.9975599,10001,360
530,Baskin-Robbins,icecream,False,6,2.5,$,360 W 31st St,+12129041160,40.7509765774012,-73.9965979009867,10001,360
531,Halal Cart,streetvendors,False,1,1.0,$,31St & 9th,,40.7515,-73.99771,10001,31
532,Ming's Restaurant,chinese,False,32,3.0,$,413 9th Ave,+12128681378,40.752998,-73.997001,10001,413
533,Kaptan's Deck,bars,False,4,5.0,$$$$,337 W 30th St,,40.750534,-73.996757,10001,337
534,Twins Irish Pub,irish_pubs,False,90,3.5,$$,421 9th Ave,+12126431688,40.7531173,-73.9966675,10001,421
535,McGarry's Bar and Restaurant,tradamerican,False,147,3.5,$$,417 Ninth Ave,+12128102115,40.75304,-73.99678,10001,417
536,Bistro Market Place,coffee,False,120,3.0,$$,312 W 34th St,+12122397050,40.75242,-73.99442,10001,312
537,Au Bon Pain,breakfast_brunch,False,11,2.5,$$,34th St,+12129675276,40.75159,-73.99206,10001,34
538,Chipotle Mexican Grill,mexican,False,195,3.0,$,304 W 34th St,+12122684197,40.7523240509048,-73.9943282119156,10001,304
539,Patiala Indian Grill,indpak,False,321,4.0,$$,371 W 34th St,+12125648255,40.7533149,-73.9960898,10001,371
540,Golden City Chinese Restaurant,chinese,False,80,3.5,$,423 9th Ave,+12127364004,40.753277148143,-73.996643608314,10001,423
541,Chirp,peruvian,False,104,4.5,$$,369 W 34th St,+16468581788,40.75339,-73.99591,10001,369
542,Cafe Bravo,coffee,False,20,2.5,$,352 9th Ave,+12122390000,40.7509370148182,-73.9980556815863,10001,352
543,Subway,sandwiches,False,22,2.0,$,367 W 34th St,+12125649191,40.753412,-73.9958,10001,367
544,Skylight Diner,tradamerican,False,517,3.0,$$,402 W 34th St,+12122440395,40.7533794,-73.9967919,10001,402
545,B & W Deli & Pizzeria,pizza,False,33,3.0,$,373 W 34th St,+19173882601,40.7532519,-73.9956293,10001,373
546,Halal Cart,foodstands,False,13,4.0,$,33RD And 8th,,40.7515326915739,-73.9939639396609,10001,33
547,NY Pizza Suprema,pizza,False,2013,4.0,$,413 8th Ave,+12125948939,40.7502059936523,-73.9953231811523,10001,413
548,Nick + Stef's Steakhouse,steak,False,218,3.5,$$$,9 Penn Plz,+12125634444,40.7515161474489,-73.9939186455078,10001,9
549,Dunkin',donuts,False,3,2.5,$,316 W 34th St,+12127602600,40.7528554817739,-73.9943223819137,10001,316
550,Jessie's Express Cafe,cafes,False,33,4.5,$,411 8th Ave,+12122551266,40.7501411,-73.9953613,10001,411
551,Riko Peruvian Cuisine,peruvian,False,721,4.0,$$,409 8th Ave,+12126437556,40.750076,-73.995422,10001,409
552,Halal Cart,foodstands,False,23,4.0,$,31st St & 8th Ave,,40.75029,-73.99486,10001,31
553,Pad Thai,thai,False,186,3.0,$$,409 8th Ave,+12122682752,40.75008,-73.99542,10001,409
554,Tempest Bar,divebars,False,114,3.5,$$,407 8th Ave,+12126431502,40.74998,-73.99531,10001,407
555,Uncle Jack's Steakhouse - Westside,steak,False,527,3.5,$$$$,440 9th Ave,+12122440005,40.75367,-73.99549,10001,440
556,Frame Gourmet Eatery,coffee,False,81,3.0,$$,424 W 33rd St,+12122733730,40.753044128418,-73.9981384277344,10001,424
557,Hudson Station,tradamerican,False,259,3.0,$$,440 9th Ave SE 35th St,+12122444406,40.753676,-73.995493,10001,440
558,Breifne Pub,pubs,False,5,5.0,$,169-04 Crocheron Ave,+17187957657,40.7625885,-73.7968521,11358,169
559,Pizza Garden,pizza,False,112,4.0,$,171-01 Northern Blvd,+17184615151,40.7582,-73.79536,11358,171
560,McCabe's Bar Car,divebars,False,7,4.0,$,3915 192nd St,,40.761673,-73.7897644,11358,3915
561,Carvel Ice Cream,icecream,False,30,3.5,$$,17115 Northern Blvd,+17183599257,40.7579908,-73.7950965,11358,17115
562,Sushi Take Out Enjoy,sushi,False,70,4.0,$$,171-15A Northern Blvd,+13475060046,40.7581089031825,-73.7952290475369,11358,171
563,San Soo Kap San 2,korean,False,220,3.5,$$,17110 Northern Blvd,+17184454850,40.757788,-73.795378,11358,17110
564,Kono,chicken_wings,False,32,3.5,$$,171-02 Northern Blvd,+17183588300,40.7579778134823,-73.7956166267395,11358,171
565,Muhsins Halal Food,foodtrucks,False,26,2.5,$,172-12 Northern Blvd,+13473237618,40.7575707217608,-73.7931699487451,11358,172
566,The Sweet Sap,newamerican,False,251,4.5,$$,189-11 Northern Blvd,+17182251000,40.7578205497777,-73.7917962842939,11358,189
567,Taco Bell,tacos,False,136,3.0,$,172-12 Northern Blvd.,+17183596709,40.75743,-73.79348,11358,172
568,Dunkin',donuts,False,16,3.0,$,166-01 Northern Blvd,,40.7598192581146,-73.8002452968823,11358,166
569,Bonchon - Flushing Northern,korean,False,22,4.0,$$,189-08 Northern Blvd,+13474381478,40.7577298851643,-73.791834629644,11358,189
